run_type,input_file,input_size,CLI_Flags,hashing_method,mod_value,bucket_size,strategy,c1,c2,collisions,primary_collisions,secondary_collisions,comparisons,insertions,load_factor,execution_time_sec,memory_usage_bytes,input_type
manual_custom_quadratic_c10_05_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,custom,,3,quadratic,1.0,0.5,158.0,47.0,111.0,266.0,108.0,0.9,0.001271,0,normal
manual_custom_quadratic_c10_10_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 1.0,custom,,3,quadratic,1.0,1.0,271.0,46.0,225.0,378.0,107.0,0.891667,0.0019,0,normal
manual_custom_quadratic_c10_025_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,custom,,3,quadratic,1.0,0.25,174.0,45.0,129.0,282.0,108.0,0.9,0.0005691,0,normal
manual_custom_quadratic_c15_05_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,custom,,3,quadratic,1.5,0.5,235.0,50.0,185.0,343.0,108.0,0.9,0.001113,0,normal
manual_custom_quadratic_c15_10_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 1.0,custom,,3,quadratic,1.5,1.0,125.0,48.0,77.0,233.0,108.0,0.9,0.0008307,0,normal
manual_custom_quadratic_c15_025_b3,input_108.txt,108,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,custom,,3,quadratic,1.5,0.25,170.0,47.0,123.0,278.0,108.0,0.9,0.0005064,0,normal
scheme_1,input_120.txt,120,--hashing division --mod 120 --bucket 1 --strategy linear,division,120.0,1,linear,,,1157.0,67.0,1090.0,1277.0,120.0,1.0,0.001168,0,normal
scheme_2,input_120.txt,120,--hashing division --mod 120 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,120.0,1,quadratic,0.5,0.5,486.0,62.0,424.0,606.0,120.0,1.0,0.001251,0,normal
scheme_3,input_120.txt,120,--hashing division --mod 120 --bucket 1 --strategy chaining,division,120.0,1,chaining,,,43.0,,,67.0,120.0,1.0,0.000754,0,normal
scheme_4,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,687.0,70.0,617.0,807.0,120.0,1.0,0.00136,0,normal
scheme_5,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,585.0,65.0,520.0,703.0,118.0,0.983333,0.00149,0,normal
scheme_6,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy chaining,division,127.0,1,chaining,,,48.0,,,66.0,120.0,1.0,0.0004871,0,normal
scheme_7,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,662.0,66.0,596.0,782.0,120.0,1.0,0.001733,0,normal
scheme_8,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,542.0,60.0,482.0,661.0,119.0,0.991667,0.002448,0,normal
scheme_9,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy chaining,division,113.0,1,chaining,,,47.0,,,68.0,120.0,1.0,0.0003941,0,normal
scheme_10,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,4835.0,95.0,4740.0,4955.0,120.0,1.0,0.004778,0,normal
scheme_11,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,1066.0,95.0,971.0,1185.0,119.0,0.991667,0.003478,0,normal
scheme_12,input_120.txt,120,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,873.0,57.0,816.0,993.0,120.0,1.0,0.001301,0,normal
scheme_13,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,667.0,58.0,609.0,785.0,118.0,0.983333,0.003217,0,normal
scheme_14,input_120.txt,120,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,42.0,,,55.0,120.0,1.0,0.01115,0,normal
manual_div113_linear_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,662.0,66.0,596.0,782.0,120.0,1.0,0.001205,0,normal
manual_div113_quadratic_c05_05_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,542.0,60.0,482.0,661.0,119.0,0.991667,0.001345,0,normal
manual_div113_quadratic_c05_075_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,1,quadratic,0.5,0.75,492.0,63.0,429.0,611.0,119.0,0.991667,0.001847,0,normal
manual_div113_quadratic_c05_025_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,1,quadratic,0.5,0.25,516.0,63.0,453.0,635.0,119.0,0.991667,0.002783,0,normal
manual_div113_quadratic_c10_05_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,1,quadratic,1.0,0.5,771.0,64.0,707.0,887.0,116.0,0.966667,0.003731,0,normal
manual_div113_quadratic_c10_075_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,1,quadratic,1.0,0.75,502.0,60.0,442.0,621.0,119.0,0.991667,0.001703,0,normal
manual_div113_quadratic_c10_025_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,1,quadratic,1.0,0.25,634.0,64.0,570.0,752.0,118.0,0.983333,0.001209,0,normal
manual_div113_quadratic_c15_05_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,1,quadratic,1.5,0.5,500.0,61.0,439.0,619.0,119.0,0.991667,0.002441,0,normal
manual_div113_quadratic_c15_075_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,1,quadratic,1.5,0.75,723.0,62.0,661.0,839.0,116.0,0.966667,0.001541,0,normal
manual_div113_quadratic_c15_025_b1,input_120.txt,120,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,1,quadratic,1.5,0.25,473.0,61.0,412.0,592.0,119.0,0.991667,0.002518,0,normal
manual_div113_linear_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy linear,division,113.0,3,linear,,,662.0,66.0,596.0,782.0,120.0,1.0,0.0008201,0,normal
manual_div113_quadratic_c05_05_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,3,quadratic,0.5,0.5,542.0,60.0,482.0,661.0,119.0,0.991667,0.001693,0,normal
manual_div113_quadratic_c05_075_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,3,quadratic,0.5,0.75,492.0,63.0,429.0,611.0,119.0,0.991667,0.002,0,normal
manual_div113_quadratic_c05_025_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,3,quadratic,0.5,0.25,516.0,63.0,453.0,635.0,119.0,0.991667,0.001765,0,normal
manual_div113_quadratic_c10_05_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,3,quadratic,1.0,0.5,771.0,64.0,707.0,887.0,116.0,0.966667,0.001782,0,normal
manual_div113_quadratic_c10_075_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,3,quadratic,1.0,0.75,502.0,60.0,442.0,621.0,119.0,0.991667,0.001741,0,normal
manual_div113_quadratic_c10_025_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,3,quadratic,1.0,0.25,634.0,64.0,570.0,752.0,118.0,0.983333,0.002767,0,normal
manual_div113_quadratic_c15_05_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,3,quadratic,1.5,0.5,500.0,61.0,439.0,619.0,119.0,0.991667,0.001513,0,normal
manual_div113_quadratic_c15_075_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,3,quadratic,1.5,0.75,723.0,62.0,661.0,839.0,116.0,0.966667,0.002259,0,normal
manual_div113_quadratic_c15_025_b3,input_120.txt,120,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,3,quadratic,1.5,0.25,473.0,61.0,412.0,592.0,119.0,0.991667,0.001438,0,normal
manual_div127_linear_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,687.0,70.0,617.0,807.0,120.0,1.0,0.0008882,0,normal
manual_div127_quadratic_c05_05_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,585.0,65.0,520.0,703.0,118.0,0.983333,0.001539,0,normal
manual_div127_quadratic_c05_075_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,1,quadratic,0.5,0.75,488.0,65.0,423.0,607.0,119.0,0.991667,0.001936,0,normal
manual_div127_quadratic_c05_025_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,1,quadratic,0.5,0.25,724.0,73.0,651.0,841.0,117.0,0.975,0.002791,0,normal
manual_div127_quadratic_c10_05_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,1,quadratic,1.0,0.5,611.0,65.0,546.0,728.0,117.0,0.975,0.001754,0,normal
manual_div127_quadratic_c10_075_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,1,quadratic,1.0,0.75,540.0,66.0,474.0,659.0,119.0,0.991667,0.00108,0,normal
manual_div127_quadratic_c10_025_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,1,quadratic,1.0,0.25,539.0,68.0,471.0,658.0,119.0,0.991667,0.00149,0,normal
manual_div127_quadratic_c15_05_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,1,quadratic,1.5,0.5,404.0,70.0,334.0,524.0,120.0,1.0,0.000865,0,normal
manual_div127_quadratic_c15_075_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,1,quadratic,1.5,0.75,608.0,70.0,538.0,725.0,117.0,0.975,0.001317,0,normal
manual_div127_quadratic_c15_025_b1,input_120.txt,120,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,1,quadratic,1.5,0.25,651.0,66.0,585.0,768.0,117.0,0.975,0.002605,0,normal
manual_div127_linear_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy linear,division,127.0,3,linear,,,687.0,70.0,617.0,807.0,120.0,1.0,0.001714,0,normal
manual_div127_quadratic_c05_05_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,3,quadratic,0.5,0.5,585.0,65.0,520.0,703.0,118.0,0.983333,0.001507,0,normal
manual_div127_quadratic_c05_075_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,3,quadratic,0.5,0.75,488.0,65.0,423.0,607.0,119.0,0.991667,0.002714,0,normal
manual_div127_quadratic_c05_025_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,3,quadratic,0.5,0.25,724.0,73.0,651.0,841.0,117.0,0.975,0.002732,0,normal
manual_div127_quadratic_c10_05_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,3,quadratic,1.0,0.5,611.0,65.0,546.0,728.0,117.0,0.975,0.004468,0,normal
manual_div127_quadratic_c10_075_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,3,quadratic,1.0,0.75,540.0,66.0,474.0,659.0,119.0,0.991667,0.001263,0,normal
manual_div127_quadratic_c10_025_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,3,quadratic,1.0,0.25,539.0,68.0,471.0,658.0,119.0,0.991667,0.001928,0,normal
manual_div127_quadratic_c15_05_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,3,quadratic,1.5,0.5,404.0,70.0,334.0,524.0,120.0,1.0,0.000907,0,normal
manual_div127_quadratic_c15_075_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,3,quadratic,1.5,0.75,608.0,70.0,538.0,725.0,117.0,0.975,0.002035,0,normal
manual_div127_quadratic_c15_025_b3,input_120.txt,120,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,3,quadratic,1.5,0.25,651.0,66.0,585.0,768.0,117.0,0.975,0.001882,0,normal
manual_div41_linear_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy linear,division,41.0,1,linear,,,4835.0,95.0,4740.0,4955.0,120.0,1.0,0.001721,0,normal
manual_div41_quadratic_c05_05_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,1,quadratic,0.5,0.5,1066.0,95.0,971.0,1185.0,119.0,0.991667,0.001559,0,normal
manual_div41_quadratic_c05_075_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,1,quadratic,0.5,0.75,1090.0,97.0,993.0,1208.0,118.0,0.983333,0.001271,0,normal
manual_div41_quadratic_c05_025_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,1,quadratic,0.5,0.25,1381.0,93.0,1288.0,1500.0,119.0,0.991667,0.001451,0,normal
manual_div41_quadratic_c10_05_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,1,quadratic,1.0,0.5,1376.0,95.0,1281.0,1491.0,115.0,0.958333,0.00282,0,normal
manual_div41_quadratic_c10_075_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,1,quadratic,1.0,0.75,1067.0,97.0,970.0,1186.0,119.0,0.991667,0.001359,0,normal
manual_div41_quadratic_c10_025_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,1,quadratic,1.0,0.25,1372.0,95.0,1277.0,1490.0,118.0,0.983333,0.001643,0,normal
manual_div41_quadratic_c15_05_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,1,quadratic,1.5,0.5,1001.0,95.0,906.0,1120.0,119.0,0.991667,0.003863,0,normal
manual_div41_quadratic_c15_075_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,1,quadratic,1.5,0.75,1133.0,93.0,1040.0,1249.0,116.0,0.966667,0.001266,0,normal
manual_div41_quadratic_c15_025_b1,input_120.txt,120,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,1,quadratic,1.5,0.25,1289.0,96.0,1193.0,1407.0,118.0,0.983333,0.001318,0,normal
manual_div41_linear_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,4835.0,95.0,4740.0,4955.0,120.0,1.0,0.003015,0,normal
manual_div41_quadratic_c05_05_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,1066.0,95.0,971.0,1185.0,119.0,0.991667,0.003224,0,normal
manual_div41_quadratic_c05_075_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,3,quadratic,0.5,0.75,1090.0,97.0,993.0,1208.0,118.0,0.983333,0.001537,0,normal
manual_div41_quadratic_c05_025_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,3,quadratic,0.5,0.25,1381.0,93.0,1288.0,1500.0,119.0,0.991667,0.001335,0,normal
manual_div41_quadratic_c10_05_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,3,quadratic,1.0,0.5,1376.0,95.0,1281.0,1491.0,115.0,0.958333,0.001771,0,normal
manual_div41_quadratic_c10_075_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,3,quadratic,1.0,0.75,1067.0,97.0,970.0,1186.0,119.0,0.991667,0.001666,0,normal
manual_div41_quadratic_c10_025_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,3,quadratic,1.0,0.25,1372.0,95.0,1277.0,1490.0,118.0,0.983333,0.002009,0,normal
manual_div41_quadratic_c15_05_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,3,quadratic,1.5,0.5,1001.0,95.0,906.0,1120.0,119.0,0.991667,0.002744,0,normal
manual_div41_quadratic_c15_075_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,3,quadratic,1.5,0.75,1133.0,93.0,1040.0,1249.0,116.0,0.966667,0.005911,0,normal
manual_div41_quadratic_c15_025_b3,input_120.txt,120,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,3,quadratic,1.5,0.25,1289.0,96.0,1193.0,1407.0,118.0,0.983333,0.00448,0,normal
manual_custom_linear_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,873.0,57.0,816.0,993.0,120.0,1.0,0.001624,0,normal
manual_custom_chaining_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,42.0,,,55.0,120.0,1.0,0.0004494,0,normal
manual_custom_quadratic_c05_05_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,667.0,58.0,609.0,785.0,118.0,0.983333,0.001437,0,normal
manual_custom_quadratic_c05_10_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 1.0,custom,,1,quadratic,0.5,1.0,422.0,51.0,371.0,542.0,120.0,1.0,0.003209,0,normal
manual_custom_quadratic_c05_025_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,custom,,1,quadratic,0.5,0.25,733.0,56.0,677.0,851.0,118.0,0.983333,0.001921,0,normal
manual_custom_quadratic_c10_05_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,custom,,1,quadratic,1.0,0.5,845.0,57.0,788.0,960.0,115.0,0.958333,0.001951,0,normal
manual_custom_quadratic_c10_10_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 1.0,custom,,1,quadratic,1.0,1.0,1123.0,55.0,1068.0,1236.0,113.0,0.941667,0.006078,0,normal
manual_custom_quadratic_c10_025_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,custom,,1,quadratic,1.0,0.25,647.0,57.0,590.0,764.0,117.0,0.975,0.001312,0,normal
manual_custom_quadratic_c15_05_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,custom,,1,quadratic,1.5,0.5,516.0,55.0,461.0,634.0,118.0,0.983333,0.003574,0,normal
manual_custom_quadratic_c15_10_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 1.0,custom,,1,quadratic,1.5,1.0,486.0,56.0,430.0,606.0,120.0,1.0,0.001022,0,normal
manual_custom_quadratic_c15_025_b1,input_120.txt,120,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,custom,,1,quadratic,1.5,0.25,564.0,59.0,505.0,682.0,118.0,0.983333,0.00167,0,normal
manual_custom_linear_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy linear,custom,,3,linear,,,873.0,57.0,816.0,993.0,120.0,1.0,0.002028,0,normal
manual_custom_chaining_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy chaining,custom,,3,chaining,,,42.0,,,55.0,120.0,1.0,0.0006884,0,normal
manual_custom_quadratic_c05_05_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,custom,,3,quadratic,0.5,0.5,667.0,58.0,609.0,785.0,118.0,0.983333,0.002543,0,normal
manual_custom_quadratic_c05_10_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 1.0,custom,,3,quadratic,0.5,1.0,422.0,51.0,371.0,542.0,120.0,1.0,0.0005091,0,normal
manual_custom_quadratic_c05_025_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,custom,,3,quadratic,0.5,0.25,733.0,56.0,677.0,851.0,118.0,0.983333,0.00319,0,normal
manual_custom_quadratic_c10_05_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,custom,,3,quadratic,1.0,0.5,845.0,57.0,788.0,960.0,115.0,0.958333,0.002105,0,normal
manual_custom_quadratic_c10_10_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 1.0,custom,,3,quadratic,1.0,1.0,1123.0,55.0,1068.0,1236.0,113.0,0.941667,0.00306,0,normal
manual_custom_quadratic_c10_025_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,custom,,3,quadratic,1.0,0.25,647.0,57.0,590.0,764.0,117.0,0.975,0.00346,0,normal
manual_custom_quadratic_c15_05_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,custom,,3,quadratic,1.5,0.5,516.0,55.0,461.0,634.0,118.0,0.983333,0.002778,0,normal
manual_custom_quadratic_c15_10_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 1.0,custom,,3,quadratic,1.5,1.0,486.0,56.0,430.0,606.0,120.0,1.0,0.002151,0,normal
manual_custom_quadratic_c15_025_b3,input_120.txt,120,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,custom,,3,quadratic,1.5,0.25,564.0,59.0,505.0,682.0,118.0,0.983333,0.002173,0,normal
scheme_1,input_36.txt,36,--hashing division --mod 120 --bucket 1 --strategy linear,division,120.0,1,linear,,,,,,40.0,36.0,0.3,0.0003796,0,normal
scheme_2,input_36.txt,36,--hashing division --mod 120 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,120.0,1,quadratic,0.5,0.5,,,,40.0,36.0,0.3,0.0002912,0,normal
scheme_3,input_36.txt,36,--hashing division --mod 120 --bucket 1 --strategy chaining,division,120.0,1,chaining,,,4.0,,,4.0,36.0,0.3,0.0002721,0,normal
scheme_4,input_36.txt,36,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,8.0,7.0,1.0,44.0,36.0,0.3,0.0003855,0,normal
scheme_5,input_36.txt,36,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,9.0,7.0,2.0,45.0,36.0,0.3,0.0005305,0,normal
scheme_6,input_36.txt,36,--hashing division --mod 127 --bucket 1 --strategy chaining,division,127.0,1,chaining,,,6.0,,,6.0,36.0,0.3,0.0003497,0,normal
scheme_7,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,,,,41.0,36.0,0.3,0.001131,0,normal
scheme_8,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,,,,41.0,36.0,0.3,0.0008878,0,normal
scheme_9,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy chaining,division,113.0,1,chaining,,,5.0,,,5.0,36.0,0.3,0.0006069,0,normal
scheme_10,input_36.txt,36,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,75.0,15.0,60.0,111.0,36.0,0.3,0.0005141,0,normal
scheme_11,input_36.txt,36,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,48.0,17.0,31.0,84.0,36.0,0.3,0.000401,0,normal
scheme_12,input_36.txt,36,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,,,,37.0,36.0,0.3,0.0004882,0,normal
scheme_13,input_36.txt,36,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,,,,37.0,36.0,0.3,0.0002833,0,normal
scheme_14,input_36.txt,36,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,1.0,,,1.0,36.0,0.3,0.0004567,0,normal
manual_div113_linear_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,,,,41.0,36.0,0.3,0.000333,0,normal
manual_div113_quadratic_c05_05_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,,,,41.0,36.0,0.3,0.0005587,0,normal
manual_div113_quadratic_c05_075_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,1,quadratic,0.5,0.75,,,,41.0,36.0,0.3,0.001208,0,normal
manual_div113_quadratic_c05_025_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,1,quadratic,0.5,0.25,15.0,6.0,9.0,51.0,36.0,0.3,0.0006523,0,normal
manual_div113_quadratic_c10_05_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,1,quadratic,1.0,0.5,,,,41.0,36.0,0.3,0.0004811,0,normal
manual_div113_quadratic_c10_075_b1,input_36.txt,36,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,1,quadratic,1.0,0.75,,,,41.0,36.0,0.3,0.000516,0,normal
